X,Y,OBJECTID,Mile,Section_Name,FolderPath,Region
-120.7699997,49.0505568,"1",2661,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.764215809,49.04248033,"2",2659.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.763630243,49.036653748,"3",2659,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7830814,49.0252887,"4",2657.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.790781017,49.0207457500001,"5",2657,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7973249,49.0156155000001,"6",2656.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.80416185,49.00318995,"7",2655.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.80019932,48.99998444,"8",2655,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.8009228,48.9932771000001,"9",2654.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.800484265,48.986500241,"10",2654,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.78622055,48.9687102,"11",2652.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7829784,48.9623997,"12",2652,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7768401,48.9519805,"13",2651,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7665871,48.9408525000001,"14",2650,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7639757,48.9340912000001,"15",2649.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7720029,48.925821,"16",2648,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7721687,48.9172072000001,"17",2647,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7700495,48.911458,"18",2646.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.77657034,48.90642058,"19",2646,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.763471039,48.8845779000001,"20",2644,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7623911,48.8810966,"21",2643.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7521014,48.8686217000001,"22",2641.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.748456056,48.8585633770001,"23",2640,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.74305675,48.8422263,"24",2638.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7367731,48.8388780000001,"25",2638,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7332019,48.8318694000001,"26",2637,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.733749,48.8197603,"27",2635.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7239109,48.8087326,"28",2634,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.736108218,48.7914161590001,"29",2632.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7349215,48.7851195000001,"30",2632,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.728057391,48.7802085820001,"31",2631.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.715453518,48.7732261640001,"32",2630,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.700954,48.7558442000001,"33",2628.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.6775886,48.7321939,"34",2626,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.6725379,48.72155875,"35",2624.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.6812512,48.7223427000001,"36",2624,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.6813947,48.7152278,"37",2623.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.678265676,48.7088396300001,"38",2623,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.683683,48.6923322000001,"39",2621,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7023717,48.6954763000001,"40",2620,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7050844,48.6914482000001,"41",2619.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.706058957,48.6859657360001,"42",2619,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7143362,48.6758730000001,"43",2618,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.762775354,48.9276171430001,"44",2649,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.718515,48.6714309000001,"45",2617.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7202272,48.6678310500001,"46",2616.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7219678,48.6676430000001,"47",2616,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7243766,48.6675791000001,"48",2615.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.728798385,48.666573048,"49",2615,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7249386,48.6587552,"50",2613.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7180666,48.655128,"51",2613,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7113374,48.6506366,"52",2612.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7471835,48.8478151,"53",2639,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7143842,48.6427531,"54",2611.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7248715,48.6415574000001,"55",2611,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7348448,48.6392056,"56",2610.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7440253,48.6361871,"57",2610,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7504748,48.6306433,"58",2609.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.757067,48.6185345000001,"59",2608.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7574523,48.6119217,"60",2608,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7573795,48.6052827,"61",2607.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7388017,48.5865907,"62",2605.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7333289,48.5834122000001,"63",2604.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.720241743,48.585569139,"64",2603.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7120388,48.5826006,"65",2603,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.6946684,48.5768228000001,"66",2602,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.736025455,48.834987036,"67",2637.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.6863592,48.5666993,"68",2600.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.6929154,48.5589019000001,"69",2599.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7071762,48.5505926000001,"70",2598,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7099552,48.552442,"71",2597.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.718885128,48.55027841,"72",2597,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7229724,48.5438304,"73",2596.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7239782,48.5401915,"74",2596,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7321474,48.5236731000001,"75",2594.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7331263,48.5181217000001,"76",2594,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.731544,48.5057892,"77",2593,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.723168,48.504179809,"78",2592.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-120.7075019,48.4923525,"79",2591,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.7091106,48.4791423,"80",2590,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.712048009,48.472701064,"81",2589.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.7395536,48.4657262000001,"82",2588,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.799949393,48.4618126450001,"83",2585,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8102157,48.4624713530001,"84",2584.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8349616,48.4596786000001,"85",2583,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8415415,48.4570261000001,"86",2582.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8482716,48.4547963000001,"87",2582,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8561992,48.4507244000001,"88",2581.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8687899,48.4347564,"89",2580,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8691904,48.4303314000001,"90",2579.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8629386,48.4255487,"91",2579,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8370016,48.3860939,"92",2575.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8348364,48.3823407,"93",2575,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8373105,48.3757312000001,"94",2573.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.853084933,48.368679533,"95",2572.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8616183,48.3653801,"96",2572,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9019408,48.345338,"97",2569.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.906740949,48.340662917,"98",2569,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9130055,48.3352838000001,"99",2568.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.92084285,48.3239474000001,"100",2567.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9200929,48.3175714000001,"101",2567,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9199598,48.3110727000001,"102",2566.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9210984,48.3058018,"103",2566,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.924691608,48.2995757350001,"104",2565.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.8634041,48.4458100000001,"105",2581,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.929723,48.2939034,"106",2565,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9316723,48.2874204,"107",2564.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9273858,48.2748537000001,"108",2563.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9274144,48.2683210000001,"109",2563,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9267013,48.2623667,"110",2562.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.943681278,48.2298597220001,"111",2558,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9455087,48.218895,"112",2557,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9502778,48.2153596000001,"113",2556.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.943536453,48.21165589,"114",2556,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9521112,48.1964245,"115",2553.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9583265,48.1925848000001,"116",2552.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9678826,48.1902116000001,"117",2552,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.987369144,48.184678901,"118",2550.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0154829,48.1880249000001,"119",2549,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0218903,48.1853062000001,"120",2548.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0247621,48.1840925000001,"121",2547.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0294916,48.1870658,"122",2547,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0374896,48.1899697000001,"123",2546.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0500301,48.1983277,"124",2545.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0586301,48.2007423000001,"125",2545,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0671688,48.2039907000001,"126",2544.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.080834982,48.2100525130001,"127",2543.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9443417,48.2425299000001,"128",2560.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0798937,48.2061498,"129",2543,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0746865,48.2019899000001,"130",2542.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0493747,48.1880705,"131",2540.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.058633657,48.1810485980001,"132",2539.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.06688836,48.1785669440001,"133",2539,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.071449,48.1755412000001,"134",2538.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0753342,48.1714062,"135",2538,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0776773,48.1684376000001,"136",2537.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.08308705,48.1664522,"137",2537,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0875548,48.1631467,"138",2536.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.089896453,48.1637846240001,"139",2536,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0942966,48.1637753000001,"140",2535,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0986406,48.162405533,"141",2534.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.10032154,48.1600654000001,"142",2534,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1233259,48.1696859,"143",2531.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1311083,48.1716216,"144",2530.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1298427,48.1690505,"145",2530,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.131709641,48.1685637940001,"146",2529.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1343186,48.1676712,"147",2528.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1380437,48.17173,"148",2528,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1423615,48.1736070000001,"149",2527.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.140051448,48.169605034,"150",2527,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.141983898,48.168823918,"151",2526.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.142465049,48.1674206660001,"152",2526,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.150049529,48.1677267430001,"153",2525,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.153614,48.1669739000001,"154",2524,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.9427456,48.2032386000001,"155",2555,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1574936,48.1677431000001,"156",2523.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1571784,48.1623388,"157",2523,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1696197,48.1568304,"158",2521.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.168637,48.1539613,"159",2521,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1702607,48.151148,"160",2520.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1712026,48.1481018000001,"161",2520,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1658247,48.1407116,"162",2519,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.734192,48.5117638,"163",2593.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-121.156532276,48.136862122,"164",2518,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.157271,48.1336735,"165",2517.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1538389,48.1312461000001,"166",2517,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1634235,48.1292029000001,"167",2516.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.173795573,48.1209031180001,"168",2514.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.174957424,48.1154396950001,"169",2514,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1785442,48.1095458,"170",2513.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1625125,48.0828723000001,"171",2511,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.157554,48.0778184000001,"172",2510.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1561393,48.0701295000001,"173",2509.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.16091082,48.04865024,"174",2507.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1771117,48.0466485000001,"175",2506.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1651579,48.0382614000001,"176",2505.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1560801,48.0364561000001,"177",2505,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1483592,48.0330674,"178",2504.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.142972435,48.0279934120001,"179",2504,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1353146,48.0239340000001,"180",2503.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.12766918,48.0204843000001,"181",2503,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.125780687,48.009463263,"182",2502,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1224305,47.9992456000001,"183",2501,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1221055,47.9936045000001,"184",2500.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1239074,47.9909690000001,"185",2500,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1228112,47.9855505,"186",2499.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1331011,47.9856039000001,"187",2499,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1404518,47.9830508000001,"188",2498.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1464798,47.9788068,"189",2498,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1506902,47.9684189000001,"190",2497,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.152679405,47.9595884620001,"191",2496,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1614132,47.9507148000001,"192",2495,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1621909,47.9445466400001,"193",2494.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.164818,47.9379576000001,"194",2493.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1812856,47.9296687,"195",2491,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.177836,47.9152037000001,"196",2489.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1817566,47.9103647000001,"197",2489,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1782354,47.9038247,"198",2488,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.18306328,47.89930717,"199",2487.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1755446,47.8926023000001,"200",2486.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.164693,47.8794348000001,"201",2485,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1571226,47.8750249,"202",2484,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.149152,47.8666710000001,"203",2483,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1495906,47.8609527,"204",2482.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1515463,47.8549222,"205",2482,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.153347772,47.8499666210001,"206",2481.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1514939,47.8445923,"207",2481,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1330494,47.8412272,"208",2479.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-120.750777555,48.5926160320001,"209",2606.5,WA Section L Mile Marker,Mile Marker/5 - Washington/WA Section L,Washington Mile Marker
-121.127791,47.8381830000001,"210",2479,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.104838066,47.8260412280001,"211",2477,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0994326,47.8252858000001,"212",2476.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.096239682,47.820613924,"213",2476,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.090786943,47.7979771510001,"214",2473.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1037716,47.7928221000001,"215",2472.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1057757,47.7874291000001,"216",2472,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.113007618,47.7814932640001,"217",2471,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.1115131,47.7763574000001,"218",2470.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.106343155,47.7756550550001,"219",2470,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0974177,47.7739194000001,"220",2469.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
-121.0825012,47.7700158000001,"221",2468.5,WA Section K Mile Marker,Mile Marker/5 - Washington/WA Section K,Washington Mile Marker
